Year,Sector,CO2,CH4,N2O,HFCs
2031,Other Sectors,16804.37020000047,2494.3193333333475,230.51819999999952,NA
2032,Other Sectors,17344.68140000035,2529.6868333333405,229.36539999999968,NA
2033,Other Sectors,17884.992600000463,2565.054333333348,228.21259999999938,NA
2034,Other Sectors,18425.303800000576,2600.4218333333556,227.05979999999954,NA
2035,Other Sectors,18965.61500000069,2635.7893333333486,225.90699999999924,NA
2036,Other Sectors,19505.92620000057,2671.156833333356,224.7541999999994,NA
2037,Other Sectors,20046.237400000682,2706.524333333349,223.6013999999991,NA
2038,Other Sectors,20586.548600000795,2741.8918333333568,222.44859999999926,NA
2039,Other Sectors,21126.859800000675,2777.2593333333643,221.29579999999896,NA
2040,Other Sectors,21667.171000000788,2812.6268333333574,220.14299999999912,NA
2041,Other Sectors,22207.4822000009,2847.994333333365,218.99019999999882,NA
2042,Other Sectors,22747.793400001014,2883.361833333358,217.83739999999898,NA
2043,Other Sectors,23288.104600000894,2918.7293333333655,216.68459999999868,NA
2044,Other Sectors,23828.415800001007,2954.096833333373,215.53179999999884,NA
2045,Other Sectors,24368.72700000112,2989.464333333366,214.37899999999854,NA
2046,Other Sectors,24909.038200001232,3024.8318333333737,213.2261999999987,NA
2047,Other Sectors,25449.349400001112,3060.1993333333667,212.0733999999984,NA
2048,Other Sectors,25989.660600001225,3095.5668333333742,210.92059999999856,NA
2049,Other Sectors,26529.971800001338,3130.934333333382,209.76779999999872,NA
2050,Other Sectors,27070.283000001218,3166.301833333375,208.61499999999842,NA
2020,Other Transportation,173.863,0.273,17.783,NA
2021,Other Transportation,173.863,0.273,17.783,NA
2022,Other Transportation,173.863,0.273,17.783,NA
2023,Other Transportation,173.863,0.273,17.783,NA
2024,Other Transportation,173.863,0.273,17.783,NA
2025,Other Transportation,173.863,0.273,17.783,NA
2026,Other Transportation,173.863,0.273,17.783,NA
2027,Other Transportation,173.863,0.273,17.783,NA
2028,Other Transportation,173.863,0.273,17.783,NA
2029,Other Transportation,173.863,0.273,17.783,NA
2030,Other Transportation,173.863,0.273,17.783,NA
2031,Other Transportation,173.863,0.273,17.783,NA
2032,Other Transportation,173.863,0.273,17.783,NA
2033,Other Transportation,173.863,0.273,17.783,NA
2034,Other Transportation,173.863,0.273,17.783,NA
2035,Other Transportation,173.863,0.273,17.783,NA
2036,Other Transportation,173.863,0.273,17.783,NA
2037,Other Transportation,173.863,0.273,17.783,NA
2038,Other Transportation,173.863,0.273,17.783,NA
2039,Other Transportation,173.863,0.273,17.783,NA
2040,Other Transportation,173.863,0.273,17.783,NA
2041,Other Transportation,173.863,0.273,17.783,NA
2042,Other Transportation,173.863,0.273,17.783,NA
2043,Other Transportation,173.863,0.273,17.783,NA
2044,Other Transportation,173.863,0.273,17.783,NA
2045,Other Transportation,173.863,0.273,17.783,NA
2046,Other Transportation,173.863,0.273,17.783,NA
2047,Other Transportation,173.863,0.273,17.783,NA
2048,Other Transportation,173.863,0.273,17.783,NA
2049,Other Transportation,173.863,0.273,17.783,NA
2050,Other Transportation,173.863,0.273,17.783,NA
2010,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,771
2015,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,2234.295
2020,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,3078.199
2021,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,3412.150733333314
2022,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,3642.870633333281
2023,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,3873.5905333333067
2024,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,4104.310433333332
2025,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,4335.030333333358
2026,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,4565.750233333383
2027,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,4796.470133333409
2028,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,5027.190033333376
2029,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,5257.909933333402
2030,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,5488.629833333427
2031,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,5719.349733333453
2032,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,5950.069633333478
2033,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,6180.789533333504
2034,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,6411.509433333471
2035,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,6642.2293333334965
2036,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,6872.949233333522
2037,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,7103.6691333335475
2038,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,7334.389033333573
2039,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,7565.1089333335985
2040,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,7795.828833333566
2041,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,8026.548733333591
2042,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,8257.268633333617
2043,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,8487.988533333642
2044,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,8718.708433333668
2045,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,8949.428333333693
2046,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,9180.14823333366
2047,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,9410.868133333686
2048,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,9641.588033333712
2049,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,9872.307933333737
2050,Product Uses as Substitutes for Ozone-Depleting Substances,NA,NA,NA,10103.027833333763
2015,Railways,5.228,0.008,0.535,NA
2020,Railways,4.591,0.007,0.47,NA
2021,Railways,4.591,0.007,0.47,NA
2022,Railways,4.591,0.007,0.47,NA
2023,Railways,4.591,0.007,0.47,NA
2024,Railways,4.591,0.007,0.47,NA
2025,Railways,4.591,0.007,0.47,NA
2026,Railways,4.591,0.007,0.47,NA
2027,Railways,4.591,0.007,0.47,NA
2028,Railways,4.591,0.007,0.47,NA
2029,Railways,4.591,0.007,0.47,NA
2030,Railways,4.591,0.007,0.47,NA
2031,Railways,4.591,0.007,0.47,NA
2032,Railways,4.591,0.007,0.47,NA
2033,Railways,4.591,0.007,0.47,NA
2034,Railways,4.591,0.007,0.47,NA
2035,Railways,4.591,0.007,0.47,NA
2036,Railways,4.591,0.007,0.47,NA
2037,Railways,4.591,0.007,0.47,NA
2038,Railways,4.591,0.007,0.47,NA
2039,Railways,4.591,0.007,0.47,NA
2040,Railways,4.591,0.007,0.47,NA
2041,Railways,4.591,0.007,0.47,NA
2042,Railways,4.591,0.007,0.47,NA
2043,Railways,4.591,0.007,0.47,NA
2044,Railways,4.591,0.007,0.47,NA
2045,Railways,4.591,0.007,0.47,NA
2046,Railways,4.591,0.007,0.47,NA
2047,Railways,4.591,0.007,0.47,NA
2048,Railways,4.591,0.007,0.47,NA
2049,Railways,4.591,0.007,0.47,NA
2050,Railways,4.591,0.007,0.47,NA
2010,Rice Cultivation,NA,22377,NA,NA
2015,Rice Cultivation,NA,26468.537,NA,NA
2020,Rice Cultivation,NA,26984.898,NA,NA
2021,Rice Cultivation,NA,28041.55046666658,NA,NA
2022,Rice Cultivation,NA,28502.34026666649,NA,NA
2023,Rice Cultivation,NA,28963.13006666652,NA,NA
2024,Rice Cultivation,NA,29423.919866666547,NA,NA
2025,Rice Cultivation,NA,29884.709666666575,NA,NA
2026,Rice Cultivation,NA,30345.499466666603,NA,NA
2027,Rice Cultivation,NA,30806.28926666663,NA,NA
2028,Rice Cultivation,NA,31267.079066666658,NA,NA
2029,Rice Cultivation,NA,31727.868866666686,NA,NA
2030,Rice Cultivation,NA,32188.658666666714,NA,NA
2031,Rice Cultivation,NA,32649.44846666674,NA,NA
2032,Rice Cultivation,NA,33110.23826666677,NA,NA
2033,Rice Cultivation,NA,33571.0280666668,NA,NA
2034,Rice Cultivation,NA,34031.817866666825,NA,NA
2035,Rice Cultivation,NA,34492.60766666685,NA,NA
2036,Rice Cultivation,NA,34953.39746666688,NA,NA
2037,Rice Cultivation,NA,35414.18726666691,NA,NA
2038,Rice Cultivation,NA,35874.977066666936,NA,NA
2039,Rice Cultivation,NA,36335.76686666696,NA,NA
2040,Rice Cultivation,NA,36796.55666666699,NA,NA
2041,Rice Cultivation,NA,37257.34646666702,NA,NA
2042,Rice Cultivation,NA,37718.13626666705,NA,NA
2043,Rice Cultivation,NA,38178.926066667074,NA,NA
2044,Rice Cultivation,NA,38639.7158666671,NA,NA
2045,Rice Cultivation,NA,39100.50566666713,NA,NA
2046,Rice Cultivation,NA,39561.29546666716,NA,NA
2047,Rice Cultivation,NA,40022.085266667185,NA,NA
2048,Rice Cultivation,NA,40482.87506666721,NA,NA
2049,Rice Cultivation,NA,40943.66486666724,NA,NA
2050,Rice Cultivation,NA,41404.45466666727,NA,NA
2010,Road Transport,20816,120,308,NA
2015,Road Transport,26237.223,41.33,444.475,NA
2020,Road Transport,25725.73,38.931,449.947,NA
2021,Road Transport,27205.488999999827,18.11226666667062,485.97553333333053,NA
2022,Road Transport,27696.461999999825,10.005366666668124,500.17023333333054,NA
2023,Road Transport,28187.434999999823,1.8984666666692647,514.3649333333306,NA
2024,Road Transport,28678.40799999982,-6.208433333333232,528.5596333333306,NA
2025,Road Transport,29169.38099999982,-14.315333333332092,542.7543333333342,NA
2026,Road Transport,29660.353999999934,-22.42223333333459,556.9490333333342,NA
2027,Road Transport,30151.326999999932,-30.529133333333448,571.1437333333342,NA
2028,Road Transport,30642.29999999993,-38.63603333333231,585.3384333333343,NA
2029,Road Transport,31133.27299999993,-46.742933333334804,599.5331333333343,NA
2030,Road Transport,31624.245999999926,-54.84983333333366,613.7278333333379,NA
2031,Road Transport,32115.21900000004,-62.95673333333616,627.9225333333379,NA
2032,Road Transport,32606.19200000004,-71.06363333333502,642.1172333333379,NA
2033,Road Transport,33097.16500000004,-79.17053333333752,656.311933333338,NA
2034,Road Transport,33588.138000000035,-87.27743333333638,670.506633333338,NA
2035,Road Transport,34079.11100000003,-95.38433333333523,684.701333333338,NA
2036,Road Transport,34570.08400000015,-103.49123333333773,698.8960333333416,NA
2037,Road Transport,35061.057000000146,-111.59813333333659,713.0907333333416,NA
2038,Road Transport,35552.030000000144,-119.70503333333909,727.2854333333416,NA
2039,Road Transport,36043.00300000014,-127.81193333333795,741.4801333333417,NA
2040,Road Transport,36533.97600000014,-135.91883333334044,755.6748333333417,NA
2041,Road Transport,37024.949000000255,-144.0257333333393,769.8695333333453,NA
2042,Road Transport,37515.92200000025,-152.13263333333816,784.0642333333453,NA
2043,Road Transport,38006.89500000025,-160.23953333334066,798.2589333333453,NA
2044,Road Transport,38497.86800000025,-168.34643333333952,812.4536333333454,NA
2045,Road Transport,38988.84100000025,-176.45333333334202,826.6483333333454,NA
2046,Road Transport,39479.81400000036,-184.56023333334088,840.843033333349,NA
2047,Road Transport,39970.78700000036,-192.66713333334337,855.037733333349,NA
2048,Road Transport,40461.76000000036,-200.77403333334223,869.232433333349,NA
2049,Road Transport,40952.73300000036,-208.8809333333411,883.427133333349,NA
2050,Road Transport,41443.706000000355,-216.9878333333436,897.6218333333491,NA
2010,Solid Waste Disposal,NA,4851,NA,NA
2015,Solid Waste Disposal,NA,9303.506,NA,NA
2020,Solid Waste Disposal,NA,11689.692,NA,NA
2021,Solid Waste Disposal,NA,12717.947866666596,NA,NA
2022,Solid Waste Disposal,NA,13401.81706666667,NA,NA
2023,Solid Waste Disposal,NA,14085.686266666744,NA,NA
2024,Solid Waste Disposal,NA,14769.555466666818,NA,NA
2025,Solid Waste Disposal,NA,15453.424666666891,NA,NA
2026,Solid Waste Disposal,NA,16137.293866666965,NA,NA
2027,Solid Waste Disposal,NA,16821.163066666806,NA,NA
2028,Solid Waste Disposal,NA,17505.03226666688,NA,NA
2029,Solid Waste Disposal,NA,18188.901466666954,NA,NA
2030,Solid Waste Disposal,NA,18872.770666667027,NA,NA
2031,Solid Waste Disposal,NA,19556.6398666671,NA,NA
2032,Solid Waste Disposal,NA,20240.509066667175,NA,NA
2033,Solid Waste Disposal,NA,20924.37826666725,NA,NA
2034,Solid Waste Disposal,NA,21608.247466667322,NA,NA
2035,Solid Waste Disposal,NA,22292.116666667396,NA,NA
2036,Solid Waste Disposal,NA,22975.985866667237,NA,NA
2037,Solid Waste Disposal,NA,23659.85506666731,NA,NA
2038,Solid Waste Disposal,NA,24343.724266667385,NA,NA
2039,Solid Waste Disposal,NA,25027.59346666746,NA,NA
2040,Solid Waste Disposal,NA,25711.462666667532,NA,NA
2041,Solid Waste Disposal,NA,26395.331866667606,NA,NA
2042,Solid Waste Disposal,NA,27079.20106666768,NA,NA
2043,Solid Waste Disposal,NA,27763.070266667753,NA,NA
2044,Solid Waste Disposal,NA,28446.939466667594,NA,NA
2045,Solid Waste Disposal,NA,29130.808666667668,NA,NA
2046,Solid Waste Disposal,NA,29814.677866667742,NA,NA
2047,Solid Waste Disposal,NA,30498.547066667816,NA,NA
2048,Solid Waste Disposal,NA,31182.41626666789,NA,NA
2049,Solid Waste Disposal,NA,31866.285466667963,NA,NA
2050,Solid Waste Disposal,NA,32550.154666668037,NA,NA
2010,TOTAL NATIONAL GHG EMISSIONS (CO2-e),107345,NA,NA,NA
2015,TOTAL NATIONAL GHG EMISSIONS (CO2-e),232987.594,NA,NA,NA
2020,TOTAL NATIONAL GHG EMISSIONS (CO2-e),204325.244,NA,NA,NA
2021,TOTAL NATIONAL GHG EMISSIONS (CO2-e),239740.75906666368,NA,NA,NA
2022,TOTAL NATIONAL GHG EMISSIONS (CO2-e),249438.7834666632,NA,NA,NA
2023,TOTAL NATIONAL GHG EMISSIONS (CO2-e),259136.80786666647,NA,NA,NA
2024,TOTAL NATIONAL GHG EMISSIONS (CO2-e),268834.832266666,NA,NA,NA
2025,TOTAL NATIONAL GHG EMISSIONS (CO2-e),278532.8566666655,NA,NA,NA
2026,TOTAL NATIONAL GHG EMISSIONS (CO2-e),288230.88106666505,NA,NA,NA
2027,TOTAL NATIONAL GHG EMISSIONS (CO2-e),297928.9054666646,NA,NA,NA
2028,TOTAL NATIONAL GHG EMISSIONS (CO2-e),307626.92986666784,NA,NA,NA
2029,TOTAL NATIONAL GHG EMISSIONS (CO2-e),317324.95426666737,NA,NA,NA
2030,TOTAL NATIONAL GHG EMISSIONS (CO2-e),327022.9786666669,NA,NA,NA
2031,TOTAL NATIONAL GHG EMISSIONS (CO2-e),336721.0030666664,NA,NA,NA
2032,TOTAL NATIONAL GHG EMISSIONS (CO2-e),346419.0274666697,NA,NA,NA
2033,TOTAL NATIONAL GHG EMISSIONS (CO2-e),356117.0518666692,NA,NA,NA
2034,TOTAL NATIONAL GHG EMISSIONS (CO2-e),365815.07626666874,NA,NA,NA
2035,TOTAL NATIONAL GHG EMISSIONS (CO2-e),375513.10066666827,NA,NA,NA
2036,TOTAL NATIONAL GHG EMISSIONS (CO2-e),385211.1250666678,NA,NA,NA
2037,TOTAL NATIONAL GHG EMISSIONS (CO2-e),394909.14946667105,NA,NA,NA
2038,TOTAL NATIONAL GHG EMISSIONS (CO2-e),404607.1738666706,NA,NA,NA
2039,TOTAL NATIONAL GHG EMISSIONS (CO2-e),414305.1982666701,NA,NA,NA
2040,TOTAL NATIONAL GHG EMISSIONS (CO2-e),424003.22266666964,NA,NA,NA
2041,TOTAL NATIONAL GHG EMISSIONS (CO2-e),433701.24706666917,NA,NA,NA
2042,TOTAL NATIONAL GHG EMISSIONS (CO2-e),443399.2714666724,NA,NA,NA
2043,TOTAL NATIONAL GHG EMISSIONS (CO2-e),453097.29586667195,NA,NA,NA
2044,TOTAL NATIONAL GHG EMISSIONS (CO2-e),462795.3202666715,NA,NA,NA
2045,TOTAL NATIONAL GHG EMISSIONS (CO2-e),472493.344666671,NA,NA,NA
2046,TOTAL NATIONAL GHG EMISSIONS (CO2-e),482191.36906667426,NA,NA,NA
2047,TOTAL NATIONAL GHG EMISSIONS (CO2-e),491889.3934666738,NA,NA,NA
2048,TOTAL NATIONAL GHG EMISSIONS (CO2-e),501587.4178666733,NA,NA,NA
2049,TOTAL NATIONAL GHG EMISSIONS (CO2-e),511285.44226667285,NA,NA,NA
2050,TOTAL NATIONAL GHG EMISSIONS (CO2-e),520983.4666666724,NA,NA,NA
2010,TRANSPORT TOTAL CO2 EQUIVALENT,24174,NA,NA,NA
2015,TRANSPORT TOTAL CO2 EQUIVALENT,31249.041,NA,NA,NA
2020,TRANSPORT TOTAL CO2 EQUIVALENT,29431.204,NA,NA,NA
2021,TRANSPORT TOTAL CO2 EQUIVALENT,31439.070733333123,NA,NA,NA
2022,TRANSPORT TOTAL CO2 EQUIVALENT,31964.791133333114,NA,NA,NA
2023,TRANSPORT TOTAL CO2 EQUIVALENT,32490.511533333105,NA,NA,NA
2024,TRANSPORT TOTAL CO2 EQUIVALENT,33016.231933333096,NA,NA,NA
2025,TRANSPORT TOTAL CO2 EQUIVALENT,33541.95233333309,NA,NA,NA
2026,TRANSPORT TOTAL CO2 EQUIVALENT,34067.67273333331,NA,NA,NA
2027,TRANSPORT TOTAL CO2 EQUIVALENT,34593.3931333333,NA,NA,NA
2028,TRANSPORT TOTAL CO2 EQUIVALENT,35119.11353333329,NA,NA,NA
2029,TRANSPORT TOTAL CO2 EQUIVALENT,35644.833933333284,NA,NA,NA
2030,TRANSPORT TOTAL CO2 EQUIVALENT,36170.554333333275,NA,NA,NA
2031,TRANSPORT TOTAL CO2 EQUIVALENT,36696.274733333266,NA,NA,NA
2032,TRANSPORT TOTAL CO2 EQUIVALENT,37221.99513333326,NA,NA,NA
2033,TRANSPORT TOTAL CO2 EQUIVALENT,37747.71553333325,NA,NA,NA
2034,TRANSPORT TOTAL CO2 EQUIVALENT,38273.43593333324,NA,NA,NA
2035,TRANSPORT TOTAL CO2 EQUIVALENT,38799.15633333346,NA,NA,NA
2036,TRANSPORT TOTAL CO2 EQUIVALENT,39324.876733333454,NA,NA,NA
2037,TRANSPORT TOTAL CO2 EQUIVALENT,39850.597133333446,NA,NA,NA
2038,TRANSPORT TOTAL CO2 EQUIVALENT,40376.31753333344,NA,NA,NA
2039,TRANSPORT TOTAL CO2 EQUIVALENT,40902.03793333343,NA,NA,NA
2040,TRANSPORT TOTAL CO2 EQUIVALENT,41427.75833333342,NA,NA,NA
2041,TRANSPORT TOTAL CO2 EQUIVALENT,41953.47873333341,NA,NA,NA
2042,TRANSPORT TOTAL CO2 EQUIVALENT,42479.1991333334,NA,NA,NA
2043,TRANSPORT TOTAL CO2 EQUIVALENT,43004.91953333339,NA,NA,NA
2044,TRANSPORT TOTAL CO2 EQUIVALENT,43530.639933333616,NA,NA,NA
2045,TRANSPORT TOTAL CO2 EQUIVALENT,44056.36033333361,NA,NA,NA
2046,TRANSPORT TOTAL CO2 EQUIVALENT,44582.0807333336,NA,NA,NA
2047,TRANSPORT TOTAL CO2 EQUIVALENT,45107.80113333359,NA,NA,NA
2048,TRANSPORT TOTAL CO2 EQUIVALENT,45633.52153333358,NA,NA,NA
2049,TRANSPORT TOTAL CO2 EQUIVALENT,46159.24193333357,NA,NA,NA
2050,TRANSPORT TOTAL CO2 EQUIVALENT,46684.96233333356,NA,NA,NA
2010,TRANSPORT TOTAL EMISSIONS,23718,125,331,NA
2015,TRANSPORT TOTAL EMISSIONS,30721.665,49.933,477.443,NA
2020,TRANSPORT TOTAL EMISSIONS,28895.828,45.544,489.832,NA
2021,TRANSPORT TOTAL EMISSIONS,30885.194466666435,25.81873333333533,528.057533333329,NA
2022,TRANSPORT TOTAL EMISSIONS,31402.97726666648,17.87313333333441,543.9407333333329,NA
2023,TRANSPORT TOTAL EMISSIONS,31920.760066666524,9.927533333333486,559.8239333333331,NA
2024,TRANSPORT TOTAL EMISSIONS,32438.54286666657,1.981933333332563,575.7071333333333,NA
2025,TRANSPORT TOTAL EMISSIONS,32956.32566666661,-5.9636666666665406,591.5903333333335,NA
2026,TRANSPORT TOTAL EMISSIONS,33474.10846666666,-13.909266666667463,607.4735333333338,NA
2027,TRANSPORT TOTAL EMISSIONS,33991.891266666586,-21.854866666668386,623.356733333334,NA
2028,TRANSPORT TOTAL EMISSIONS,34509.674066666514,-29.80046666666749,639.2399333333378,NA
2029,TRANSPORT TOTAL EMISSIONS,35027.456866666675,-37.74606666666841,655.123133333338,NA
2030,TRANSPORT TOTAL EMISSIONS,35545.2396666666,-45.691666666669335,671.0063333333383,NA
2031,TRANSPORT TOTAL EMISSIONS,36063.022466666764,-53.63726666667026,686.8895333333385,NA
2032,TRANSPORT TOTAL EMISSIONS,36580.80526666669,-61.58286666666936,702.7727333333387,NA
2033,TRANSPORT TOTAL EMISSIONS,37098.58806666662,-69.52846666667028,718.6559333333389,NA
2034,TRANSPORT TOTAL EMISSIONS,37616.37086666678,-77.4740666666712,734.5391333333428,NA
2035,TRANSPORT TOTAL EMISSIONS,38134.15366666671,-85.41966666667213,750.422333333343,NA
2036,TRANSPORT TOTAL EMISSIONS,38651.93646666664,-93.36526666667123,766.3055333333432,NA
2037,TRANSPORT TOTAL EMISSIONS,39169.7192666668,-101.31086666667215,782.1887333333434,NA
2038,TRANSPORT TOTAL EMISSIONS,39687.502066666726,-109.25646666667308,798.0719333333436,NA
2039,TRANSPORT TOTAL EMISSIONS,40205.28486666689,-117.20206666667218,813.9551333333438,NA
2040,TRANSPORT TOTAL EMISSIONS,40723.067666666815,-125.1476666666731,829.8383333333477,NA
2041,TRANSPORT TOTAL EMISSIONS,41240.85046666674,-133.09326666667403,845.7215333333479,NA
2042,TRANSPORT TOTAL EMISSIONS,41758.633266666904,-141.03886666667495,861.6047333333481,NA
2043,TRANSPORT TOTAL EMISSIONS,42276.41606666683,-148.98446666667405,877.4879333333483,NA
2044,TRANSPORT TOTAL EMISSIONS,42794.19886666676,-156.93006666667497,893.3711333333486,NA
2045,TRANSPORT TOTAL EMISSIONS,43311.98166666692,-164.8756666666759,909.2543333333488,NA
2046,TRANSPORT TOTAL EMISSIONS,43829.76446666685,-172.82126666667682,925.1375333333526,NA
2047,TRANSPORT TOTAL EMISSIONS,44347.54726666701,-180.76686666667592,941.0207333333528,NA
2048,TRANSPORT TOTAL EMISSIONS,44865.33006666694,-188.71246666667685,956.903933333353,NA
2049,TRANSPORT TOTAL EMISSIONS,45383.11286666687,-196.65806666667777,972.7871333333533,NA
2050,TRANSPORT TOTAL EMISSIONS,45900.89566666703,-204.60366666667687,988.6703333333535,NA
2010,Urea Application,694,NA,NA,NA
2015,Urea Application,562.371,NA,NA,NA
2020,Urea Application,637.263,NA,NA,NA
2021,Urea Application,597.1691333333365,NA,NA,NA
2022,Urea Application,591.4954333333371,NA,NA,NA
2023,Urea Application,585.8217333333378,NA,NA,NA
2024,Urea Application,580.1480333333366,NA,NA,NA
2025,Urea Application,574.4743333333372,NA,NA,NA
2026,Urea Application,568.8006333333378,NA,NA,NA
2027,Urea Application,563.1269333333366,NA,NA,NA
2028,Urea Application,557.4532333333373,NA,NA,NA
2029,Urea Application,551.7795333333379,NA,NA,NA
2030,Urea Application,546.1058333333385,NA,NA,NA
2031,Urea Application,540.4321333333373,NA,NA,NA
2032,Urea Application,534.758433333338,NA,NA,NA
2033,Urea Application,529.0847333333386,NA,NA,NA
2034,Urea Application,523.4110333333374,NA,NA,NA
2035,Urea Application,517.737333333338,NA,NA,NA
2036,Urea Application,512.0636333333387,NA,NA,NA
2037,Urea Application,506.38993333333747,NA,NA,NA
2038,Urea Application,500.7162333333381,NA,NA,NA
2039,Urea Application,495.0425333333387,NA,NA,NA
2040,Urea Application,489.36883333333753,NA,NA,NA
2041,Urea Application,483.69513333333816,NA,NA,NA
2042,Urea Application,478.0214333333388,NA,NA,NA
2043,Urea Application,472.3477333333394,NA,NA,NA
2044,Urea Application,466.67403333333823,NA,NA,NA
2045,Urea Application,461.00033333333886,NA,NA,NA
2046,Urea Application,455.3266333333395,NA,NA,NA
2047,Urea Application,449.6529333333383,NA,NA,NA
2048,Urea Application,443.9792333333389,NA,NA,NA
2049,Urea Application,438.30553333333955,NA,NA,NA
2050,Urea Application,432.63183333333836,NA,NA,NA
2010,WASTES TOTAL CO2 EQUIVALENT,15559,NA,NA,NA
2015,WASTES TOTAL CO2 EQUIVALENT,23175.719,NA,NA,NA
2020,WASTES TOTAL CO2 EQUIVALENT,30122.431,NA,NA,NA
2021,WASTES TOTAL CO2 EQUIVALENT,31690.441933332942,NA,NA,NA
2022,WASTES TOTAL CO2 EQUIVALENT,33146.785033333115,NA,NA,NA
2023,WASTES TOTAL CO2 EQUIVALENT,34603.12813333282,NA,NA,NA
2024,WASTES TOTAL CO2 EQUIVALENT,36059.471233332995,NA,NA,NA
2025,WASTES TOTAL CO2 EQUIVALENT,37515.81433333317,NA,NA,NA
2026,WASTES TOTAL CO2 EQUIVALENT,38972.15743333334,NA,NA,NA
2027,WASTES TOTAL CO2 EQUIVALENT,40428.500533333514,NA,NA,NA
2028,WASTES TOTAL CO2 EQUIVALENT,41884.84363333369,NA,NA,NA
2029,WASTES TOTAL CO2 EQUIVALENT,43341.18673333386,NA,NA,NA
2030,WASTES TOTAL CO2 EQUIVALENT,44797.52983333403,NA,NA,NA
2031,WASTES TOTAL CO2 EQUIVALENT,46253.87293333374,NA,NA,NA
2032,WASTES TOTAL CO2 EQUIVALENT,47710.21603333391,NA,NA,NA
2033,WASTES TOTAL CO2 EQUIVALENT,49166.559133334085,NA,NA,NA
2034,WASTES TOTAL CO2 EQUIVALENT,50622.90223333426,NA,NA,NA
2035,WASTES TOTAL CO2 EQUIVALENT,52079.24533333443,NA,NA,NA
2036,WASTES TOTAL CO2 EQUIVALENT,53535.588433334604,NA,NA,NA
2037,WASTES TOTAL CO2 EQUIVALENT,54991.93153333478,NA,NA,NA
2038,WASTES TOTAL CO2 EQUIVALENT,56448.274633334484,NA,NA,NA
2039,WASTES TOTAL CO2 EQUIVALENT,57904.61773333466,NA,NA,NA
2040,WASTES TOTAL CO2 EQUIVALENT,59360.96083333483,NA,NA,NA
2041,WASTES TOTAL CO2 EQUIVALENT,60817.303933335,NA,NA,NA
2042,WASTES TOTAL CO2 EQUIVALENT,62273.647033335175,NA,NA,NA
2043,WASTES TOTAL CO2 EQUIVALENT,63729.99013333535,NA,NA,NA
2044,WASTES TOTAL CO2 EQUIVALENT,65186.33323333552,NA,NA,NA
2045,WASTES TOTAL CO2 EQUIVALENT,66642.67633333523,NA,NA,NA
2046,WASTES TOTAL CO2 EQUIVALENT,68099.0194333354,NA,NA,NA
2047,WASTES TOTAL CO2 EQUIVALENT,69555.36253333557,NA,NA,NA
2048,WASTES TOTAL CO2 EQUIVALENT,71011.70563333575,NA,NA,NA
2049,WASTES TOTAL CO2 EQUIVALENT,72468.04873333592,NA,NA,NA
2050,WASTES TOTAL CO2 EQUIVALENT,73924.39183333609,NA,NA,NA
2010,WASTES TOTAL EMISSIONS,15,14527,1017,NA
2015,WASTES TOTAL EMISSIONS,2.236,22105.712,1067.771,NA
2020,WASTES TOTAL EMISSIONS,0.322,28646.324,1475.785,NA
2021,WASTES TOTAL EMISSIONS,-2.95413333333272,30231.273066665977,1462.1229999999923,NA
2022,WASTES TOTAL EMISSIONS,-4.421933333332618,31643.20546666626,1508.0014999999985,NA
